hospital_id,name,city,state,lat,lon,item_code,quantity,price
23,Hospital_23,Mumbai,Delhi,9.581774,71.333913,MED_PPE,84,202
24,Hospital_24,Bangalore,Tamil Nadu,30.032289,85.711284,MED_OXY_CYL,46,7442
24,Hospital_24,Bangalore,Tamil Nadu,30.032289,85.711284,MED_VENT,7,72863
24,Hospital_24,Bangalore,Tamil Nadu,30.032289,85.711284,MED_MASK,37,347
24,Hospital_24,Bangalore,Tamil Nadu,30.032289,85.711284,MED_PPE,22,297
25,Hospital_25,Pune,Tamil Nadu,34.434844,84.520312,MED_OXY_CYL,19,4255
25,Hospital_25,Pune,Tamil Nadu,34.434844,84.520312,MED_VENT,9,39265
25,Hospital_25,Pune,Tamil Nadu,34.434844,84.520312,MED_MASK,48,743
25,Hospital_25,Pune,Tamil Nadu,34.434844,84.520312,MED_PPE,10,503
26,Hospital_26,Mumbai,Tamil Nadu,31.763818,68.94113,MED_OXY_CYL,20,7413
26,Hospital_26,Mumbai,Tamil Nadu,31.763818,68.94113,MED_VENT,5,50334
26,Hospital_26,Mumbai,Tamil Nadu,31.763818,68.94113,MED_MASK,5,207
26,Hospital_26,Mumbai,Tamil Nadu,31.763818,68.94113,MED_PPE,3,989
27,Hospital_27,Delhi,Tamil Nadu,36.422081,72.87207,MED_OXY_CYL,37,5861
27,Hospital_27,Delhi,Tamil Nadu,36.422081,72.87207,MED_VENT,2,67367
27,Hospital_27,Delhi,Tamil Nadu,36.422081,72.87207,MED_MASK,87,451
27,Hospital_27,Delhi,Tamil Nadu,36.422081,72.87207,MED_PPE,15,891
28,Hospital_28,Bangalore,Karnataka,12.029372,82.860219,MED_OXY_CYL,23,6041
28,Hospital_28,Bangalore,Karnataka,12.029372,82.860219,MED_VENT,9,77701
28,Hospital_28,Bangalore,Karnataka,12.029372,82.860219,MED_MASK,15,158
28,Hospital_28,Bangalore,Karnataka,12.029372,82.860219,MED_PPE,81,562
29,Hospital_29,Kolkata,Delhi,25.487623,84.427931,MED_OXY_CYL,27,4023
29,Hospital_29,Kolkata,Delhi,25.487623,84.427931,MED_VENT,6,78981
29,Hospital_29,Kolkata,Delhi,25.487623,84.427931,MED_MASK,32,514
29,Hospital_29,Kolkata,Delhi,25.487623,84.427931,MED_PPE,12,976
30,Hospital_30,Chennai,Telangana,31.528007,83.397287,MED_OXY_CYL,21,7150
30,Hospital_30,Chennai,Telangana,31.528007,83.397287,MED_VENT,10,38334
30,Hospital_30,Chennai,Telangana,31.528007,83.397287,MED_MASK,29,810
30,Hospital_30,Chennai,Telangana,31.528007,83.397287,MED_PPE,70,872
31,Hospital_31,Kolkata,Tamil Nadu,19.37298,91.686523,MED_OXY_CYL,5,4628
31,Hospital_31,Kolkata,Tamil Nadu,19.37298,91.686523,MED_VENT,0,65149
31,Hospital_31,Kolkata,Tamil Nadu,19.37298,91.686523,MED_MASK,93,273
31,Hospital_31,Kolkata,Tamil Nadu,19.37298,91.686523,MED_PPE,92,651
32,Hospital_32,Delhi,Karnataka,13.655311,80.869691,MED_OXY_CYL,41,7977
32,Hospital_32,Delhi,Karnataka,13.655311,80.869691,MED_VENT,8,68123
32,Hospital_32,Delhi,Karnataka,13.655311,80.869691,MED_MASK,66,172
32,Hospital_32,Delhi,Karnataka,13.655311,80.869691,MED_PPE,73,305
33,Hospital_33,Bangalore,Maharashtra,33.56172,80.867974,MED_OXY_CYL,46,7071
33,Hospital_33,Bangalore,Maharashtra,33.56172,80.867974,MED_VENT,0,51455
33,Hospital_33,Bangalore,Maharashtra,33.56172,80.867974,MED_MASK,45,898
33,Hospital_33,Bangalore,Maharashtra,33.56172,80.867974,MED_PPE,94,142
34,Hospital_34,Delhi,Telangana,15.900153,70.125355,MED_OXY_CYL,46,4077
34,Hospital_34,Delhi,Telangana,15.900153,70.125355,MED_VENT,8,78589
34,Hospital_34,Delhi,Telangana,15.900153,70.125355,MED_MASK,56,817
34,Hospital_34,Delhi,Telangana,15.900153,70.125355,MED_PPE,21,505
35,Hospital_35,Mumbai,Telangana,23.456607,70.988535,MED_OXY_CYL,18,5789
35,Hospital_35,Mumbai,Telangana,23.456607,70.988535,MED_VENT,10,57297
35,Hospital_35,Mumbai,Telangana,23.456607,70.988535,MED_MASK,12,131
35,Hospital_35,Mumbai,Telangana,23.456607,70.988535,MED_PPE,36,581
36,Hospital_36,Bangalore,Delhi,29.214687,95.876685,MED_OXY_CYL,43,7579
36,Hospital_36,Bangalore,Delhi,29.214687,95.876685,MED_VENT,10,53386
36,Hospital_36,Bangalore,Delhi,29.214687,95.876685,MED_MASK,44,565
36,Hospital_36,Bangalore,Delhi,29.214687,95.876685,MED_PPE,33,443
37,Hospital_37,Kolkata,Tamil Nadu,23.608701,95.353423,MED_OXY_CYL,21,5727
37,Hospital_37,Kolkata,Tamil Nadu,23.608701,95.353423,MED_VENT,2,26942
37,Hospital_37,Kolkata,Tamil Nadu,23.608701,95.353423,MED_MASK,96,133
37,Hospital_37,Kolkata,Tamil Nadu,23.608701,95.353423,MED_PPE,24,758
38,Hospital_38,Kolkata,Tamil Nadu,8.572323,86.493067,MED_OXY_CYL,49,5230
38,Hospital_38,Kolkata,Tamil Nadu,8.572323,86.493067,MED_VENT,7,68135
38,Hospital_38,Kolkata,Tamil Nadu,8.572323,86.493067,MED_MASK,7,376
38,Hospital_38,Kolkata,Tamil Nadu,8.572323,86.493067,MED_PPE,16,992
39,Hospital_39,Bangalore,Telangana,13.006503,90.681846,MED_OXY_CYL,35,4280
39,Hospital_39,Bangalore,Telangana,13.006503,90.681846,MED_VENT,2,48167
39,Hospital_39,Bangalore,Telangana,13.006503,90.681846,MED_MASK,41,203
39,Hospital_39,Bangalore,Telangana,13.006503,90.681846,MED_PPE,77,457
40,Hospital_40,Bangalore,Telangana,15.901098,83.099687,MED_OXY_CYL,46,7203
40,Hospital_40,Bangalore,Telangana,15.901098,83.099687,MED_VENT,8,62031
40,Hospital_40,Bangalore,Telangana,15.901098,83.099687,MED_MASK,86,698
40,Hospital_40,Bangalore,Telangana,15.901098,83.099687,MED_PPE,96,921
41,Hospital_41,Chennai,Tamil Nadu,34.644141,72.902751,MED_OXY_CYL,25,6738
41,Hospital_41,Chennai,Tamil Nadu,34.644141,72.902751,MED_VENT,6,61302
41,Hospital_41,Chennai,Tamil Nadu,34.644141,72.902751,MED_MASK,39,406
41,Hospital_41,Chennai,Tamil Nadu,34.644141,72.902751,MED_PPE,16,113
42,Hospital_42,Mumbai,Telangana,36.626321,74.842143,MED_OXY_CYL,25,7262
42,Hospital_42,Mumbai,Telangana,36.626321,74.842143,MED_VENT,8,64583
42,Hospital_42,Mumbai,Telangana,36.626321,74.842143,MED_MASK,96,148
42,Hospital_42,Mumbai,Telangana,36.626321,74.842143,MED_PPE,64,429
43,Hospital_43,Bangalore,Tamil Nadu,19.60355,96.236474,MED_OXY_CYL,36,6746
43,Hospital_43,Bangalore,Tamil Nadu,19.60355,96.236474,MED_VENT,10,43957
43,Hospital_43,Bangalore,Tamil Nadu,19.60355,96.236474,MED_MASK,47,664
43,Hospital_43,Bangalore,Tamil Nadu,19.60355,96.236474,MED_PPE,82,308
44,Hospital_44,Bangalore,Maharashtra,28.803612,89.965826,MED_OXY_CYL,44,5014
44,Hospital_44,Bangalore,Maharashtra,28.803612,89.965826,MED_VENT,2,40624
44,Hospital_44,Bangalore,Maharashtra,28.803612,89.965826,MED_MASK,14,381
44,Hospital_44,Bangalore,Maharashtra,28.803612,89.965826,MED_PPE,49,873
45,Hospital_45,Hyderabad,Tamil Nadu,29.0309,82.084533,MED_OXY_CYL,44,5973
45,Hospital_45,Hyderabad,Tamil Nadu,29.0309,82.084533,MED_VENT,4,38824
45,Hospital_45,Hyderabad,Tamil Nadu,29.0309,82.084533,MED_MASK,51,574
45,Hospital_45,Hyderabad,Tamil Nadu,29.0309,82.084533,MED_PPE,51,518
46,Hospital_46,Mumbai,Karnataka,21.147407,81.254377,MED_OXY_CYL,8,6313
46,Hospital_46,Mumbai,Karnataka,21.147407,81.254377,MED_VENT,0,61570
46,Hospital_46,Mumbai,Karnataka,21.147407,81.254377,MED_MASK,72,331
46,Hospital_46,Mumbai,Karnataka,21.147407,81.254377,MED_PPE,41,980
47,Hospital_47,Mumbai,Karnataka,30.200018,80.648271,MED_OXY_CYL,30,6095
47,Hospital_47,Mumbai,Karnataka,30.200018,80.648271,MED_VENT,1,67262
47,Hospital_47,Mumbai,Karnataka,30.200018,80.648271,MED_MASK,80,181
47,Hospital_47,Mumbai,Karnataka,30.200018,80.648271,MED_PPE,69,527
48,Hospital_48,Hyderabad,West Bengal,26.103127,71.784883,MED_OXY_CYL,3,5118
48,Hospital_48,Hyderabad,West Bengal,26.103127,71.784883,MED_VENT,5,54397
48,Hospital_48,Hyderabad,West Bengal,26.103127,71.784883,MED_MASK,15,158
48,Hospital_48,Hyderabad,West Bengal,26.103127,71.784883,MED_PPE,59,912
49,Hospital_49,Kolkata,Karnataka,17.567305,90.318487,MED_OXY_CYL,29,5403
49,Hospital_49,Kolkata,Karnataka,17.567305,90.318487,MED_VENT,1,50722
49,Hospital_49,Kolkata,Karnataka,17.567305,90.318487,MED_MASK,70,800
49,Hospital_49,Kolkata,Karnataka,17.567305,90.318487,MED_PPE,1,164
50,Hospital_50,Delhi,West Bengal,14.248297,79.806497,MED_OXY_CYL,48,4480
50,Hospital_50,Delhi,West Bengal,14.248297,79.806497,MED_VENT,0,59201
50,Hospital_50,Delhi,West Bengal,14.248297,79.806497,MED_MASK,42,333
50,Hospital_50,Delhi,West Bengal,14.248297,79.806497,MED_PPE,84,345
51,Hospital_51,Kolkata,Karnataka,23.724298,96.756421,MED_OXY_CYL,23,6017
51,Hospital_51,Kolkata,Karnataka,23.724298,96.756421,MED_VENT,8,38502
51,Hospital_51,Kolkata,Karnataka,23.724298,96.756421,MED_MASK,7,824
51,Hospital_51,Kolkata,Karnataka,23.724298,96.756421,MED_PPE,2,859
52,Hospital_52,Mumbai,West Bengal,23.605295,78.921124,MED_OXY_CYL,26,5200
52,Hospital_52,Mumbai,West Bengal,23.605295,78.921124,MED_VENT,1,43651
52,Hospital_52,Mumbai,West Bengal,23.605295,78.921124,MED_MASK,100,286
52,Hospital_52,Mumbai,West Bengal,23.605295,78.921124,MED_PPE,33,463
53,Hospital_53,Bangalore,Tamil Nadu,12.021446,91.636353,MED_OXY_CYL,23,7057
53,Hospital_53,Bangalore,Tamil Nadu,12.021446,91.636353,MED_VENT,2,41616
53,Hospital_53,Bangalore,Tamil Nadu,12.021446,91.636353,MED_MASK,96,732
53,Hospital_53,Bangalore,Tamil Nadu,12.021446,91.636353,MED_PPE,65,963
54,Hospital_54,Delhi,Tamil Nadu,23.102527,80.568068,MED_OXY_CYL,19,7622
54,Hospital_54,Delhi,Tamil Nadu,23.102527,80.568068,MED_VENT,6,77616
54,Hospital_54,Delhi,Tamil Nadu,23.102527,80.568068,MED_MASK,95,763
54,Hospital_54,Delhi,Tamil Nadu,23.102527,80.568068,MED_PPE,84,429
55,Hospital_55,Kolkata,Maharashtra,12.495229,73.565771,MED_OXY_CYL,7,5882
55,Hospital_55,Kolkata,Maharashtra,12.495229,73.565771,MED_VENT,1,78826
55,Hospital_55,Kolkata,Maharashtra,12.495229,73.565771,MED_MASK,0,129
55,Hospital_55,Kolkata,Maharashtra,12.495229,73.565771,MED_PPE,77,317
56,Hospital_56,Pune,West Bengal,33.439731,79.684964,MED_OXY_CYL,6,6024
56,Hospital_56,Pune,West Bengal,33.439731,79.684964,MED_VENT,4,65218
56,Hospital_56,Pune,West Bengal,33.439731,79.684964,MED_MASK,67,730
56,Hospital_56,Pune,West Bengal,33.439731,79.684964,MED_PPE,52,390
57,Hospital_57,Chennai,Delhi,22.234951,78.455448,MED_OXY_CYL,37,5110
57,Hospital_57,Chennai,Delhi,22.234951,78.455448,MED_VENT,1,60004
57,Hospital_57,Chennai,Delhi,22.234951,78.455448,MED_MASK,77,100
57,Hospital_57,Chennai,Delhi,22.234951,78.455448,MED_PPE,56,778
58,Hospital_58,Chennai,West Bengal,10.863469,73.548459,MED_OXY_CYL,26,5525
58,Hospital_58,Chennai,West Bengal,10.863469,73.548459,MED_VENT,2,67626
58,Hospital_58,Chennai,West Bengal,10.863469,73.548459,MED_MASK,55,149
58,Hospital_58,Chennai,West Bengal,10.863469,73.548459,MED_PPE,79,830
59,Hospital_59,Hyderabad,Delhi,24.783872,84.931312,MED_OXY_CYL,16,6112
59,Hospital_59,Hyderabad,Delhi,24.783872,84.931312,MED_VENT,7,35821
59,Hospital_59,Hyderabad,Delhi,24.783872,84.931312,MED_MASK,55,628
59,Hospital_59,Hyderabad,Delhi,24.783872,84.931312,MED_PPE,39,851
60,Hospital_60,Mumbai,West Bengal,11.440914,73.556117,MED_OXY_CYL,6,7105
60,Hospital_60,Mumbai,West Bengal,11.440914,73.556117,MED_VENT,3,70965
60,Hospital_60,Mumbai,West Bengal,11.440914,73.556117,MED_MASK,87,957
60,Hospital_60,Mumbai,West Bengal,11.440914,73.556117,MED_PPE,26,542
61,Hospital_61,Hyderabad,Karnataka,19.763898,95.983646,MED_OXY_CYL,14,4066
61,Hospital_61,Hyderabad,Karnataka,19.763898,95.983646,MED_VENT,7,63483
61,Hospital_61,Hyderabad,Karnataka,19.763898,95.983646,MED_MASK,99,171
61,Hospital_61,Hyderabad,Karnataka,19.763898,95.983646,MED_PPE,88,941
62,Hospital_62,Pune,Karnataka,34.980474,73.846618,MED_OXY_CYL,11,6712
62,Hospital_62,Pune,Karnataka,34.980474,73.846618,MED_VENT,8,35603
62,Hospital_62,Pune,Karnataka,34.980474,73.846618,MED_MASK,99,489
62,Hospital_62,Pune,Karnataka,34.980474,73.846618,MED_PPE,35,270
63,Hospital_63,Hyderabad,Maharashtra,15.567593,92.942858,MED_OXY_CYL,24,5918
63,Hospital_63,Hyderabad,Maharashtra,15.567593,92.942858,MED_VENT,8,43755
63,Hospital_63,Hyderabad,Maharashtra,15.567593,92.942858,MED_MASK,36,744
63,Hospital_63,Hyderabad,Maharashtra,15.567593,92.942858,MED_PPE,5,326
64,Hospital_64,Bangalore,Telangana,10.618518,69.540086,MED_OXY_CYL,23,5913
64,Hospital_64,Bangalore,Telangana,10.618518,69.540086,MED_VENT,1,44384
64,Hospital_64,Bangalore,Telangana,10.618518,69.540086,MED_MASK,46,320
64,Hospital_64,Bangalore,Telangana,10.618518,69.540086,MED_PPE,0,536
65,Hospital_65,Mumbai,West Bengal,19.641674,83.203785,MED_OXY_CYL,39,5822
65,Hospital_65,Mumbai,West Bengal,19.641674,83.203785,MED_VENT,3,32928
65,Hospital_65,Mumbai,West Bengal,19.641674,83.203785,MED_MASK,1,930
65,Hospital_65,Mumbai,West Bengal,19.641674,83.203785,MED_PPE,20,387
66,Hospital_66,Chennai,Karnataka,13.450674,71.232784,MED_OXY_CYL,50,4699
66,Hospital_66,Chennai,Karnataka,13.450674,71.232784,MED_VENT,0,73636
66,Hospital_66,Chennai,Karnataka,13.450674,71.232784,MED_MASK,61,297
66,Hospital_66,Chennai,Karnataka,13.450674,71.232784,MED_PPE,27,888
67,Hospital_67,Hyderabad,Karnataka,11.885025,92.531935,MED_OXY_CYL,4,7718
67,Hospital_67,Hyderabad,Karnataka,11.885025,92.531935,MED_VENT,6,45888
67,Hospital_67,Hyderabad,Karnataka,11.885025,92.531935,MED_MASK,74,571
67,Hospital_67,Hyderabad,Karnataka,11.885025,92.531935,MED_PPE,50,435
68,Hospital_68,Delhi,Telangana,8.108299,78.703041,MED_OXY_CYL,15,7361
68,Hospital_68,Delhi,Telangana,8.108299,78.703041,MED_VENT,4,56210
68,Hospital_68,Delhi,Telangana,8.108299,78.703041,MED_MASK,72,572
68,Hospital_68,Delhi,Telangana,8.108299,78.703041,MED_PPE,50,953
69,Hospital_69,Pune,Maharashtra,9.805593,94.82615,MED_OXY_CYL,0,4812
69,Hospital_69,Pune,Maharashtra,9.805593,94.82615,MED_VENT,7,78884
69,Hospital_69,Pune,Maharashtra,9.805593,94.82615,MED_MASK,94,646
69,Hospital_69,Pune,Maharashtra,9.805593,94.82615,MED_PPE,32,567
70,Hospital_70,Pune,Maharashtra,24.71012,75.014092,MED_OXY_CYL,32,5776
70,Hospital_70,Pune,Maharashtra,24.71012,75.014092,MED_VENT,6,36167
70,Hospital_70,Pune,Maharashtra,24.71012,75.014092,MED_MASK,12,192
70,Hospital_70,Pune,Maharashtra,24.71012,75.014092,MED_PPE,0,953
71,Hospital_71,Mumbai,Maharashtra,20.396576,73.370584,MED_OXY_CYL,15,7877
71,Hospital_71,Mumbai,Maharashtra,20.396576,73.370584,MED_VENT,5,36784
71,Hospital_71,Mumbai,Maharashtra,20.396576,73.370584,MED_MASK,69,132
71,Hospital_71,Mumbai,Maharashtra,20.396576,73.370584,MED_PPE,9,856
72,Hospital_72,Mumbai,Karnataka,14.523348,75.941281,MED_OXY_CYL,37,5537
72,Hospital_72,Mumbai,Karnataka,14.523348,75.941281,MED_VENT,1,44185
72,Hospital_72,Mumbai,Karnataka,14.523348,75.941281,MED_MASK,86,369
72,Hospital_72,Mumbai,Karnataka,14.523348,75.941281,MED_PPE,24,450
73,Hospital_73,Chennai,Telangana,24.718795,68.24406,MED_OXY_CYL,1,6409
73,Hospital_73,Chennai,Telangana,24.718795,68.24406,MED_VENT,2,42681
73,Hospital_73,Chennai,Telangana,24.718795,68.24406,MED_MASK,33,161
73,Hospital_73,Chennai,Telangana,24.718795,68.24406,MED_PPE,85,849
74,Hospital_74,Mumbai,West Bengal,13.637383,69.866995,MED_OXY_CYL,11,4849
74,Hospital_74,Mumbai,West Bengal,13.637383,69.866995,MED_VENT,6,36438
74,Hospital_74,Mumbai,West Bengal,13.637383,69.866995,MED_MASK,26,707
74,Hospital_74,Mumbai,West Bengal,13.637383,69.866995,MED_PPE,47,418
75,Hospital_75,Hyderabad,West Bengal,27.727553,73.732793,MED_OXY_CYL,36,5365
75,Hospital_75,Hyderabad,West Bengal,27.727553,73.732793,MED_VENT,9,26636
75,Hospital_75,Hyderabad,West Bengal,27.727553,73.732793,MED_MASK,16,887
75,Hospital_75,Hyderabad,West Bengal,27.727553,73.732793,MED_PPE,46,497
76,Hospital_76,Pune,Tamil Nadu,18.005567,76.568151,MED_OXY_CYL,17,4485
76,Hospital_76,Pune,Tamil Nadu,18.005567,76.568151,MED_VENT,5,49650
76,Hospital_76,Pune,Tamil Nadu,18.005567,76.568151,MED_MASK,70,731
76,Hospital_76,Pune,Tamil Nadu,18.005567,76.568151,MED_PPE,38,167
77,Hospital_77,Kolkata,Karnataka,36.890172,72.343876,MED_OXY_CYL,42,7483
77,Hospital_77,Kolkata,Karnataka,36.890172,72.343876,MED_VENT,1,51840
77,Hospital_77,Kolkata,Karnataka,36.890172,72.343876,MED_MASK,23,614
77,Hospital_77,Kolkata,Karnataka,36.890172,72.343876,MED_PPE,13,310
78,Hospital_78,Bangalore,Karnataka,36.202759,74.939281,MED_OXY_CYL,9,7340
78,Hospital_78,Bangalore,Karnataka,36.202759,74.939281,MED_VENT,6,59299
78,Hospital_78,Bangalore,Karnataka,36.202759,74.939281,MED_MASK,45,101
78,Hospital_78,Bangalore,Karnataka,36.202759,74.939281,MED_PPE,17,733
79,Hospital_79,Pune,Delhi,25.806557,86.003705,MED_OXY_CYL,45,6583
79,Hospital_79,Pune,Delhi,25.806557,86.003705,MED_VENT,10,68887
79,Hospital_79,Pune,Delhi,25.806557,86.003705,MED_MASK,61,678
79,Hospital_79,Pune,Delhi,25.806557,86.003705,MED_PPE,21,857
80,Hospital_80,Hyderabad,Delhi,13.639195,92.349227,MED_OXY_CYL,26,7830
80,Hospital_80,Hyderabad,Delhi,13.639195,92.349227,MED_VENT,7,72857
80,Hospital_80,Hyderabad,Delhi,13.639195,92.349227,MED_MASK,0,197
80,Hospital_80,Hyderabad,Delhi,13.639195,92.349227,MED_PPE,46,504
